slug,phase,event_time,description
sl-11-20,post_launch,00:02:56,Fairing separation 
sl-11-20,post_launch,00:06:06,1st stage entry burn begins
sl-11-20,post_launch,00:06:32,1st stage entry burn ends
sl-11-20,post_launch,00:08:01,1st stage landing burn begins
sl-11-20,post_launch,00:08:25 ,1st stage landing 
sl-11-20,post_launch,00:08:39,2nd stage engine cutoff (SECO-1)
sl-11-20,post_launch,00:53:19,2nd stage engine starts (SES-2)
sl-11-20,post_launch,00:53:20,2nd stage engine cutoff (SECO-2)
sl-11-20,post_launch,01:00:11,Starlink satellites deploy
sl-17-9,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-17-9,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-17-9,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-17-9,pre_launch,00:16:00,2nd stage LOX loading begins
sl-17-9,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-17-9,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-17-9,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-17-9,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-17-9,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-17-9,pre_launch,00:00:00,Falcon 9 liftoff
sl-17-9,post_launch,00:01:12 ,Max Q (Moment of peak mechanical stress on the rocket)
sl-17-9,post_launch,00:02:25 ,1st stage main engine cutoff (MECO)
sl-17-9,post_launch,00:02:28 ,1st and 2nd stages separate
sl-17-9,post_launch,00:02:35	,2nd stage engine starts (SES-1)
sl-17-9,post_launch,00:02:55,Fairing separation 
sl-17-9,post_launch,00:06:05 ,1st stage entry burn begins
sl-17-9,post_launch,00:06:29	,1st stage entry burn ends
sl-17-9,post_launch,00:07:55	,1st stage landing burn begins
sl-17-9,post_launch,00:08:19 ,1st stage landing 
sl-17-9,post_launch,00:08:39 ,2nd stage engine cutoff (SECO-1)
sl-17-9,post_launch,00:53:34,2nd stage engine starts (SES-2)
sl-17-9,post_launch,00:53:35 ,2nd stage engine cutoff (SECO-2)
sl-17-9,post_launch,01:02:26	,Starlink satellites deploy
spainsatngii,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
spainsatngii,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
spainsatngii,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
spainsatngii,pre_launch,00:16:00,2nd stage LOX loading begins
spainsatngii,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
spainsatngii,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
spainsatngii,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
spainsatngii,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
spainsatngii,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
spainsatngii,pre_launch,00:00:00,Falcon 9 liftoff
spainsatngii,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
spainsatngii,post_launch,00:02:39,1st stage main engine cutoff (MECO)
spainsatngii,post_launch,00:02:42,1st and 2nd stages separate
spainsatngii,post_launch,00:02:49,2nd stage engine starts (SES-1)
spainsatngii,post_launch,00:03:35,Fairing separation
spainsatngii,post_launch,00:07:58,2nd stage engine cutoff (SECO-1)
spainsatngii,post_launch,00:26:51,2nd stage engine starts (SES-2)
spainsatngii,post_launch,00:27:55,2nd stage engine cutoff (SECO-2)
spainsatngii,post_launch,00:34:10,SpainSat NG II deploys
sl-17-17,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-17-17,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-17-17,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-17-17,pre_launch,00:16:00,2nd stage LOX loading begins
sl-17-17,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-17-17,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-17-17,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-17-17,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-17-17,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-17-17,pre_launch,00:00:00,Falcon 9 liftoff
sl-17-17,post_launch,00:01:07,Max Q (moment of peak mechanical stress on the rocket)
sl-17-17,post_launch,00:02:26,1st stage main engine cutoff (MECO)
sl-17-17,post_launch,00:02:30,1st and 2nd stages separate
sl-17-17,post_launch,00:02:37,2nd stage engine starts (SES-1)
sl-17-17,post_launch,00:02:59,Fairing deployment
sl-17-17,post_launch,00:05:59,1st stage entry burn begins
sl-17-17,post_launch,00:06:19,1st stage entry burn ends
sl-17-17,post_launch,00:07:51,1st stage landing burn begins
sl-17-17,post_launch,00:08:13,1st stage landing
sl-17-17,post_launch,00:08:40,2nd stage engine cutoff (SECO-1)
sl-17-17,post_launch,00:53:02,2nd stage engine starts (SES-2)
sl-17-17,post_launch,00:53:03,2nd stage engine cutoff (SECO-2)
sl-17-17,post_launch,01:01:54,Starlink satellites deploy
sl-10-61,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-10-61,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-10-61,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-10-61,pre_launch,00:16:00,2nd stage LOX loading begins
sl-10-61,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-10-61,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-10-61,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-10-61,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-10-61,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-10-61,pre_launch,00:00:00,Falcon 9 liftoff
sl-10-61,post_launch,00:01:12 ,Max Q (Moment of peak mechanical stress on the rocket)
sl-10-61,post_launch,00:02:24 ,1st stage main engine cutoff (MECO)
sl-10-61,post_launch,00:02:27 ,1st and 2nd stages separate
sl-10-61,post_launch,00:02:36,2nd stage engine starts (SES-1)
sl-10-61,post_launch,00:02:56 ,Fairing separation 
sl-10-61,post_launch,00:06:11 ,1st stage entry burn begins
sl-10-61,post_launch,00:06:37,1st stage entry burn ends
sl-10-61,post_launch,00:08:00,1st stage landing burn begins
sl-10-61,post_launch,00:08:24 ,1st stage landing 
sl-10-61,post_launch,00:08:39 ,2nd stage engine cutoff (SECO-1)
sl-10-61,post_launch,00:54:56,2nd stage engine starts (SES-2)
sl-10-61,post_launch,00:54:57 ,2nd stage engine cutoff (SECO-2)
sl-10-61,post_launch,01:04:18,Starlink satellites deploy
sl-11-12,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-11-12,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-11-12,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-11-12,pre_launch,00:16:00,2nd stage LOX loading begins
sl-11-12,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-11-12,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-11-12,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-11-12,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-11-12,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-11-12,pre_launch,00:00:00,Falcon 9 liftoff
sl-11-12,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-11-12,post_launch,00:02:25,1st stage main engine cutoff (MECO)
sl-11-12,post_launch,00:02:28,1st and 2nd stages separate
sl-11-12,post_launch,00:02:35,2nd stage engine starts (SES-1)
sl-11-12,post_launch,00:02:54,Fairing separation
sl-11-12,post_launch,00:06:10,1st stage entry burn begins
sl-11-12,post_launch,00:06:35,1st stage entry burn ends
sl-11-12,post_launch,00:08:05,1st stage landing burn begins
sl-11-12,post_launch,00:08:29,1st stage landing
sl-11-12,post_launch,00:08:38,2nd stage engine cutoff (SECO-1)
sl-11-12,post_launch,00:53:05,2nd stage engine starts (SES-2)
sl-11-12,post_launch,00:53:06,2nd stage engine cutoff (SECO-2)
sl-11-12,post_launch,00:59:57,Starlink satellites deploy
crew12,pre_launch,00:45:00,SpaceX Launch Director verifies go for propellant load
crew12,pre_launch,00:42:00,Crew access arm retracts
crew12,pre_launch,00:39:00,Dragon's launch escape system is armed
crew12,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
crew12,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
crew12,pre_launch,00:16:00,2nd stage LOX loading begins
crew12,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
crew12,pre_launch,00:05:00,Dragon transitions to internal power
crew12,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
crew12,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
crew12,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
crew12,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
crew12,pre_launch,00:00:00,Falcon 9 liftoff
crew12,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
crew12,post_launch,00:02:24	,1st stage main engine cutoff (MECO) 
crew12,post_launch,00:02:27	,1st and 2nd stages separate 
crew12,post_launch,00:02:31	,Stage 1 flip
crew12,post_launch,00:02:35	,2nd stage engine starts (SES-1) 
crew12,post_launch,00:02:41,Boostback burn starts
crew12,post_launch,00:03:27	,Boostback burn ends
crew12,post_launch,00:06:20	,1st stage entry burn begins
crew12,post_launch,00:06:33,1st stage entry burn ends
crew12,post_launch,00:07:17	,1st stage landing burn begins
crew12,post_launch,00:07:42	,1st stage landing
crew12,post_launch,00:08:47	,2nd stage engine cutoff (SECO-1)
crew12,post_launch,00:09:37	,Dragon separates from 2nd stage
crew12,post_launch,00:10:25	,Dragon nosecone open sequence begins
sl-10-21,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-10-21,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-10-21,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-10-21,pre_launch,00:16:00,2nd stage LOX loading begins
sl-10-21,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-10-21,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-10-21,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-10-21,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-10-21,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-10-21,pre_launch,00:00:00,Falcon 9 liftoff
sl-10-21,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-10-21,post_launch,00:02:25,1st stage main engine cutoff (MECO)
sl-10-21,post_launch,00:02:29,1st and 2nd stages separate
sl-10-21,post_launch,00:02:36,2nd stage engine starts (SES-1)
sl-10-21,post_launch,00:02:45,Fairing separation 
sl-10-21,post_launch,00:06:06,1st stage entry burn begins
sl-10-21,post_launch,00:06:28,1st stage entry burn ends
sl-10-21,post_launch,00:07:59,1st stage landing burn begins
sl-10-21,post_launch,00:08:23,1st stage landing
sl-10-21,post_launch,00:08:39,2nd stage engine cutoff (SECO-1)
sl-10-21,post_launch,00:50:59,2nd stage engine starts (SES-2)
sl-10-21,post_launch,00:51:00,2nd stage engine cutoff (SECO-2)
sl-10-21,post_launch,01:00:21,Starlink satellites deploy
sl-6-99,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-6-99,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-6-99,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-6-99,pre_launch,00:16:00,2nd stage LOX loading begins
sl-6-99,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-6-99,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-6-99,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-6-99,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-6-99,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-6-99,pre_launch,00:00:00,Falcon 9 liftoff
sl-6-99,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-6-99,post_launch,00:02:24,1st stage main engine cutoff (MECO)
sl-6-99,post_launch,00:02:27,1st and 2nd stages separate
sl-6-99,post_launch,00:02:35,2nd stage engine starts (SES-1)
sl-6-99,post_launch,00:02:56,Fairing separation
sl-6-99,post_launch,00:06:07,1st stage entry burn begins
sl-6-99,post_launch,00:06:34,1st stage entry burn ends
sl-6-99,post_launch,00:07:59,1st stage landing burn begins
sl-6-99,post_launch,00:08:23,1st stage landing
sl-6-99,post_launch,00:08:38,2nd stage engine cutoff (SECO-1)
sl-6-99,post_launch,00:53:49,2nd stage engine starts (SES-2)
sl-6-99,post_launch,00:53:51,2nd stage engine cutoff (SECO-2)
sl-6-99,post_launch,01:04:56,Starlink satellites deploy
sl-17-13,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-17-13,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-17-13,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-17-13,pre_launch,00:16:00,2nd stage LOX loading begins
sl-17-13,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-17-13,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-17-13,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-17-13,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-17-13,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-17-13,pre_launch,00:00:00,Falcon 9 liftoff
sl-17-13,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-17-13,post_launch,00:02:26,1st stage main engine cutoff (MECO)
sl-17-13,post_launch,00:02:29,1st and 2nd stages separate
sl-17-13,post_launch,00:02:36,2nd stage engine starts (SES-1)
sl-17-13,post_launch,00:02:58,Fairing separation
sl-17-13,post_launch,00:05:59,1st stage entry burn begins
sl-17-13,post_launch,00:06:21,1st stage entry burn ends
sl-17-13,post_launch,00:07:57,1st stage landing burn begins
sl-17-13,post_launch,00:08:19,1st stage landing
sl-17-13,post_launch,00:08:40,2nd stage engine cutoff (SECO-1)
sl-17-13,post_launch,00:52:55,2nd stage engine starts (SES-2)
sl-17-13,post_launch,00:52:56,2nd stage engine cutoff (SECO-2)
sl-17-13,post_launch,01:01:46,Starlink satellites deploy
transporter15,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
transporter15,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
transporter15,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
transporter15,pre_launch,00:16:00,2nd stage LOX loading begins
transporter15,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
transporter15,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
transporter15,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
transporter15,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
transporter15,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
transporter15,pre_launch,00:00:00,Falcon 9 liftoff
transporter15,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
transporter15,post_launch,00:02:30,1st stage main engine cutoff (MECO)
transporter15,post_launch,00:02:32,1st and 2nd stages separate
transporter15,post_launch,00:02:40,2nd stage engine starts (SES-1)
transporter15,post_launch,00:03:24,Fairing separation
transporter15,post_launch,00:06:07,1st stage entry burn begins
transporter15,post_launch,00:06:33,1st stage entry burn ends
transporter15,post_launch,00:08:02,1st stage landing burn begins
transporter15,post_launch,00:08:21,2nd stage engine cutoff (SECO-1)
transporter15,post_launch,00:08:26,1st stage landing
transporter15,post_launch,00:51:03,2nd stage engine starts (SES-2)
transporter15,post_launch,00:51:07,2nd stage engine cutoff (SECO-2)
transporter15,post_launch,00:54:39,"TORO2 deploys, manifested by Exolaunch"
transporter15,post_launch,00:54:42 ,"BRO-17 deploys, manifested by Exolaunch"
transporter15,post_launch,00:54:49,"IHI-Sat 2 deploys, manifested by Exolaunch"
transporter15,post_launch,00:54:53,"BRO-20 deploys, manifested by Exolaunch"
transporter15,post_launch,00:54:58,"PHI-1 deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:00,"Black Kite-1 deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:04,"TRYAD-2 deploys, manifested by SEOPS"
transporter15,post_launch,00:55:11,"LEMUR-2-LAILA deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:18,"HUNITY, SARI 1, SARI 2, and ANISC deploy, manifested by SEOPS"
transporter15,post_launch,00:55:20	,"LEMUR-2-DEANANDMAEVE deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:27,"OroraTech GENA-OT-1 deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:37,"LEMUR-2-TEODOR deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:42,"NCKU-LILIUM-2 deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:56,"LUNA-1 deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:58,"6GStarLab deploys, manifested by Exolaunch"
transporter15,post_launch,00:55:59,"Accenture-1 deploys, manifested by Exolaunch"
transporter15,post_launch,00:56:06,"SpeQtre deploys, manifested by Space BD"
transporter15,post_launch,00:56:16,"GYEONGGISAT-1 (MXÁO-1) deploys, manifested by Exolaunch"
transporter15,post_launch,00:56:21,"OTTER and HCT-Sat2 deploy, manifested by Exolaunch"
transporter15,post_launch,00:56:38,"Fledgling Veery v0.5 (Veery-0G) and SPIN-2 deploy, manifested by Exolaunch"
transporter15,post_launch,00:56:40,"TRYAD-1 deploys, manifested by SEOPS"
transporter15,post_launch,00:56:51,"PW-6U deploys, manifested by SEOPS"
transporter15,post_launch,00:56:52,"T.MicroSat-1 via Tron Future Tech deploys, manifested by Exolaunch"
transporter15,post_launch,00:56:54,"MICE-1 deploys, manifested by Exolaunch"
transporter15,post_launch,00:56:56,"Flock 4H 10 deploys, manifested by Planet Labs"
transporter15,post_launch,00:57:06,"CTC-1A deploys, manifested by Arrow Science and Technology, LLC"
transporter15,post_launch,00:57:07,"Flock 4H 25 deploys, manifested by Planet Labs"
transporter15,post_launch,00:57:35,"NCKU-LILIUM-3 deploys, manifested by Exolaunch"
transporter15,post_launch,00:57:44,"PHASMA-LAMARR via LSF deploys, manifested by Exolaunch"
transporter15,post_launch,00:57:55,"PHASMA-DIRAC via LSF deploys, manifested by Exolaunch"
transporter15,post_launch,00:57:58,"Flock 4H 14 deploys, manifested by Planet Labs"
transporter15,post_launch,00:58:08,"Flock 4H 13 deploys, manifested by Planet Labs"
transporter15,post_launch,00:58:16,"AE5Rc deploys, manifested by Space BD"
transporter15,post_launch,00:58:17,"Flock 4H 5 deploys, manifested by Planet Labs"
transporter15,post_launch,00:58:25,"WISDOM A-B deploys, manifested by SEOPS"
transporter15,post_launch,00:58:43,"LEMUR-2-STAS-GORBUK deploys, manifested by Exolaunch"
transporter15,post_launch,00:59:05,"CTC-1A deploys, manifested by Arrow Science and Technology, LLC"
transporter15,post_launch,00:59:16,"Flock 4H 26 deploys, manifested by Planet Labs"
transporter15,post_launch,00:59:28,"Flock 4H 28 deploys, manifested by Planet Labs"
transporter15,post_launch,00:59:30,"Flock 4H 23 deploys, manifested by Planet Labs"
transporter15,post_launch,00:59:42,"CTC-1C deploys, manifested by Arrow Science and Technology, LLC"
transporter15,post_launch,00:59:45,"PIAST-M deploys, manifested by Exolaunch"
transporter15,post_launch,01:00:07,"Flock 4H 4 deploys, manifested by Planet Labs"
transporter15,post_launch,01:00:12,"IRIDE-MS1-EAGLET-2-1 deploys, manifested by OHB Italia"
transporter15,post_launch,01:00:14,"PIAST-S2 deploys, manifested by Exolaunch"
transporter15,post_launch,01:00:22,"IRIDE-MS1-EAGLET-2-5 deploys, manifested by OHB Italia"
transporter15,post_launch,01:00:27,"MAUVE deploys, manifested by SEOPS"
transporter15,post_launch,01:00:36,"Flock 4H 27 deploys, manifested by Planet Labs"
transporter15,post_launch,01:00:52,"IRIDE-MS1-EAGLET-2-4 deploys, manifested by OHB Italia"
transporter15,post_launch,01:00:57,"IRIDE-MS1-EAGLET-2-3 deploys, manifested by OHB Italia"
transporter15,post_launch,01:01:07,"IRIDE-MS1-EAGLET-2-6 deploys, manifested by OHB Italia"
transporter15,post_launch,01:01:42,"AE5Ra deploys, manifested by Space BD"
transporter15,post_launch,01:02:13,"AE5Rb deploys, manifested by Space BD"
transporter15,post_launch,01:02:21,"IRIDE-MS1-EAGLET-2-8 deploys, manifested by OHB Italia"
transporter15,post_launch,01:02:44,"Flock 4H 32 deploys, manifested by Planet Labs"
transporter15,post_launch,01:02:54,"IRIDE-MS1-EAGLET-2-7 deploys, manifested by OHB Italia"
transporter15,post_launch,01:03:07,"Flock 4H 16 deploys, manifested by Planet Labs"
transporter15,post_launch,01:03:09,"IRIDE-MS1-EAGLET-2-2 deploys, manifested by OHB Italia"
transporter15,post_launch,01:03:28,"Flock 4H 31 deploys, manifested by Planet Labs"
transporter15,post_launch,01:03:34,"Flock 4H 3 deploys, manifested by Planet Labs"
transporter15,post_launch,01:03:51,"3UCUBED-A deploys, manifested by SEOPS"
transporter15,post_launch,01:04:52,"Flock 4H 35 deploys, manifested by Planet Labs"
transporter15,post_launch,01:05:08,"Flock 4H 33 deploys, manifested by Planet Labs"
transporter15,post_launch,01:05:19,"Flock 4H 34 deploys, manifested by Planet Labs"
transporter15,post_launch,01:05:29,"Flock 4H 2 deploys, manifested by Planet Labs"
transporter15,post_launch,01:05:30,"Flock 4H 36 deploys, manifested by Planet Labs"
transporter15,post_launch,01:06:20,"Flock 4H 30 deploys, manifested by Planet Labs"
transporter15,post_launch,01:07:04,"Flock 4H 15 deploys, manifested by Planet Labs"
transporter15,post_launch,01:07:14,"Flock 4H 29 deploys, manifested by Planet Labs"
transporter15,post_launch,01:07:42,"Flock 4H 18 deploys, manifested by Planet Labs"
transporter15,post_launch,01:08:56,"Flock 4H 19 deploys, manifested by Planet Labs"
transporter15,post_launch,01:09:27,"Flock 4H 20 deploys, manifested by Planet Labs"
transporter15,post_launch,01:09:46,"Flock 4H 17 deploys, manifested by Planet Labs"
transporter15,post_launch,01:10:37,"Flock 4H 24 deploys, manifested by Planet Labs"
transporter15,post_launch,01:11:45,"Flock 4H 22 deploys, manifested by Planet Labs"
transporter15,post_launch,01:12:41,"Flock 4H 21 deploys, manifested by Planet Labs"
transporter15,post_launch,01:12:57,"Flock 4H 1 deploys, manifested by Planet Labs"
transporter15,post_launch,01:14:11,"Flock 4H 6 deploys, manifested by Planet Labs"
transporter15,post_launch,01:14:52,"Flock 4H 8 deploys, manifested by Planet Labs"
transporter15,post_launch,01:16:05,"Flock 4H 7 deploys, manifested by Planet Labs"
transporter15,post_launch,01:16:49,"Flock 4H 12 deploys, manifested by Planet Labs"
transporter15,post_launch,01:18:03,"Flock 4H 9 deploys, manifested by Planet Labs"
transporter15,post_launch,01:18:41,"Flock 4H 11 deploys, manifested by Planet Labs"
transporter15,post_launch,01:18:43,"ICEYE 4 deploys, manifested by Exolaunch"
transporter15,post_launch,01:18:55,"ICEYE 3 deploys, manifested by Exolaunch"
transporter15,post_launch,01:19:05,"NewSat 52 deploys, manifested by Satellogic"
transporter15,post_launch,01:19:15,"LEO Express 3 deploys, manifested by Impulse Space"
transporter15,post_launch,01:19:17,"AC1-003 deploys, manifested by Exolaunch"
transporter15,post_launch,01:19:30,"ICEYE 1 deploys, manifested by Exolaunch"
transporter15,post_launch,01:19:32,"HydroGNSS-1 deploys, manifested by Exolaunch"
transporter15,post_launch,01:19:40,"PIAST-S1 deploys, manifested by Exolaunch"
transporter15,post_launch,01:20:07,"Nahla deploys, manifested by Exolaunch"
transporter15,post_launch,01:20:15,"YAM-9 deploys, manifested by Exolaunch"
transporter15,post_launch,01:20:23,"Umbra-11 deploys, manifested by Umbra"
transporter15,post_launch,01:20:26,"Pelican-6 deploys, manifested by Planet Labs"
transporter15,post_launch,01:20:30,"Pelican-5 deploys, manifested by Planet Labs"
transporter15,post_launch,01:20:44,"NewSat 47 deploys, manifested by Satellogic"
transporter15,post_launch,01:20:52,"AC1-001 deploys, manifested by Exolaunch"
transporter15,post_launch,01:21:06,"MERCURY ONE deploys, manifested by Exolaunch"
transporter15,post_launch,01:21:13,"FGN-TUG-S01 deploys, manifested by Fergani"
transporter15,post_launch,01:21:20,"ICEYE 5 deploys, manifested by Exolaunch"
transporter15,post_launch,01:21:53,"ION SCV Galactic Giorgius deploys, manifested by Impulso Space"
transporter15,post_launch,01:22:02,"HydroGNSS-2 deploys, manifested by Exolaunch"
transporter15,post_launch,01:22:41,"AC1-002 deploys, manifested by Exolaunch"
transporter15,post_launch,01:22:44	,"NewSat 51 deploys, manifested by Satellogic"
transporter15,post_launch,01:23:29,"ION SCV Stellar Stephanus deploys, manifested by D-Orbit"
transporter15,post_launch,01:24:35,"W-Series 5 deploys, manifested by Varda"
transporter15,post_launch,01:25:35,"ICEYE 2 deploys, manifested by Exolaunch"
transporter15,post_launch,01:45:47,2nd stage engine starts (SES-3)
transporter15,post_launch,01:45:47,2nd stage engine cutoff (SECO-3)
transporter15,post_launch,02:15:41,2nd stage engine starts (SES-4)
transporter15,post_launch,02:15:41,2nd stage engine cutoff (SECO-4)
transporter15,post_launch,02:19:56,"FORMOSAT-8A deploys, manifested by TASA"
transporter15,post_launch,02:39:29,2nd stage engine starts (SES-5)
transporter15,post_launch,02:39:37,2nd stage engine cutoff (SECO-5)
transporter15,post_launch,02:43:10,"Realizing Rapid, Reduced-cost high-Risk Research (R5) deploys, manifested by NASA's CubeSat Launch Initiative"
sl-10-52,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-10-52,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-10-52,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-10-52,pre_launch,00:16:00,2nd stage LOX loading begins
sl-10-52,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-10-52,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-10-52,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-10-52,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-10-52,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-10-52,pre_launch,00:00:00,Falcon 9 liftoff
sl-10-52,post_launch,00:01:12 ,Max Q (Moment of peak mechanical stress on the rocket)
sl-10-52,post_launch,00:02:24 ,1st stage main engine cutoff (MECO)
sl-10-52,post_launch,00:02:28 ,1st and 2nd stages separate
sl-10-52,post_launch,00:02:34	,2nd stage engine starts (SES-1)
sl-10-52,post_launch,00:02:56 ,Fairing separation 
sl-10-52,post_launch,00:06:08 ,1st stage entry burn begins
sl-10-52,post_launch,00:06:34,1st stage entry burn ends
sl-10-52,post_launch,00:07:56	,1st stage landing burn begins
sl-10-52,post_launch,00:08:21 ,1st stage landing 
sl-10-52,post_launch,00:08:38 ,2nd stage engine cutoff (SECO-1)
sl-10-52,post_launch,00:54:36	,2nd stage engine starts (SES-2)
sl-10-52,post_launch,00:54:38 ,2nd stage engine cutoff (SECO-2)
sl-10-52,post_launch,01:03:58,Starlink satellites deploy
transporter16,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
transporter16,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
transporter16,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
transporter16,pre_launch,00:16:00,2nd stage LOX loading begins
transporter16,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
